Address,Balance,Identity A,Logo A,Identity B,Logo B
5HgK7B9TEdR4heJUWSKfXqacRH2UCEPAcWMvtQW8SktFTtdd,20000000000,25,100,75,0
5FnHnqF9RpRt36FEBkXivR1U6hEEJF5kXgpLnY87b1XXsJSb,13695000000,50,100,50,0
5CSDsG4HuXrHUCvNH4BTa9kLrzFTLqssiUxgW2qW9ghtmhnG,30311548932600,0,100,100,0
5G8hXrrD1UKnhibTw9zhMnx6KhMoZ7C56jNfe3BWJeK8QMhy,7821629718839,100,0,0,100
5D9ktTqSkRtTovxMg4Ro8iQtGZBBDFqHj6hUeZcSmPgm439z,348480838254,0,100,100,0
5GjEaPCUwLBBwYM4HWcxFB1YTD8U9VWuUzLqTdRLcTG931Zh,121456255700,75,100,25,0
5D7KY7Ch36QnoaGoEY64dYe9TnvGSW2jQAx6DuW6ECVxJKw1,48813354566,0,100,100,0
5EHe46LfJiNJ1Lxjd4XtH8mbdvJvHu4LCk1fgkvpY4J7p3Ak,98924999944,100,100,0,0
5CGHaJfvKS7KiDMGv2wUNCS9Gba3aqZZTqLXoTnCxugE1DaE,1863081100453,100,75,0,25
5FjV1czPLVwSFB2MLgbsmJvAZ5eDHWZtFZpUbuFLS9xqDASW,445539600000,100,100,0,0
5CZbsZsipr4QXicWxkikA5kgd5PJZ1wMMgwEtQyGQ7gsCcW5,2705589282524,0,100,100,0
5H43grFzb1MXpGpNDKaxo27dZwyXFttQeWQbevifeA9krxGL,135051355000,0,0,100,100
5H6YK3gPKZZD4aRELHvSbte4jL2x29DBqSQoZuoaVcgAchbh,4129351850177,100,0,0,100
5DLxQgjQ1qD9zuytGA8oNBhzbbzKF8o7gYNQSZRzcxZcsQjJ,411997872284,0,100,100,0
5ExfLh71HcYw1igKe7QDt8LKgQhqKAuPyKD9BxXBKBkehQQ6,29089000000,100,25,0,75
5HmpMikjPrju7MuiaeUWjzVZEgBT79QtLwBQujc2R7J9uBFH,60000000000,0,75,100,25
5CGBEhoZVF1Dq3rbNTgJk29rCxwVDuXBZrGCmcJ9k9XJJgRb,1927674123937,0,50,100,50
5E5BUT9LcqNHEude4i7GozN4MAZySiVZ83E1h2CSMNDcGVQk,44189000000,100,100,0,0
5CrDDLibeFwDqR8XHWPYy6kNeodiiD1xLXcQgjEssvL6cf5a,5045147310000,50,50,50,50
5F9Xq9iqRdVNEsHUkSphhdPfsZ5SVwktDmfP1SU8rjwSY5Td,134846999783,0,100,100,0
5Ek9bLsaiVZxfVoREMakSszyLjQtFEHvYm2o1VtW989GUpX8,8781665137852,0,100,100,0
5D2jjkXxyd2FoVPbc8xW6dYneV89sH23qeiTiY36uxA4DiKN,13281984666,0,100,100,0
5DnQYoQo13tBakJAEsWZbB12cTKCst8cmcbYzSFfdfmfM6aU,57851336400,0,100,100,0
5HQHzPG3JTNtj1q6WuvUUb7LwSaL8WiqMurkQzeNq1r9tHop,11548290575,100,0,0,100
5CdL2PFKrbuzFep66vHuADKqLWiZcavANGCUnnS2w7hviCEA,33089000000,25,75,75,25
5FeQkFiEYChEFbQXQXzfzKzfJPvJJAv8Sh14E6fkPwwnL6oo,504432999986,50,100,50,0
5FZUkV7y48o5wzy1jhjuPkzjiBTfvjy9MpBmoxqXuKqPkMfk,29000000000,75,100,25,0
5D7T6xEpqFeAKp6dv8zRFFHrSHmCiCep5XCHJDkujMuEEjNk,5389041045837,100,25,0,75
5Gn9Vk5jp3CzumHbqaPjujZ53LnvDzEancMTZVawnsWQW1Gq,51000000000,100,25,0,75
5G8ixpBSAimiWFUnv5a6yYrPNhM9ybAiM3j4xNRgXukZeR7V,148589000000,0,100,100,0
5GTsdo2pwaGJiKTrrykzX3Pmz2Ck6Z6eoLnosDqh9o8oCT12,10531999956,100,0,0,100
5CFvLS4etTD55HgesFPaHGWZXKTUHn5j1sa8xWE3YXDUdhf9,1441422000000,25,75,75,25
5DPvMrdKgMX7p4tad1Jk8FBYfs72qiG5MVUesp3wmAmoSYdo,618485733700,75,100,25,0
5F9TobvN2D3zeBXgvmbyh8Rdw3cThLGRqKyHUXovYr38njo9,619356716048,0,100,100,0
5HeGYQUMQ2sgN6bocjuNChctenTthnZroLs5hNdiHBC9gmjy,2504247962180,0,75,100,25
5Fk8my9PKX7ffCckmGzTxjX77sdYiaPUWP8QVJkvhWv6jDZo,99549000000,0,100,100,0
5DZVWsQL9sdtdfNw6mpWhhwA88qzjNgsoTPoCuCoaX32TTpu,7648969661891,100,100,0,0
5HQe2VV7zLHRhudXfWXXcPVCLMRhE9magRtyKxnskUQ3XuLo,7222028858218,0,0,100,100
5CVUGVyNXuuVGyES438V3mjASsJcQkrwZdvTXTrKs3qSgBrW,6411762999986,0,100,100,0
5EXE1py94tpZjy2BFbcbRHeu8oTZBGCwPxS8craNayVK1jdi,2164945544986,100,100,0,0
5HizG73AoVTSQR5N8A2B6e5hEuYJDccgCYwaWYoaZ8ZyazHn,1701116860000,75,25,25,75
5EcQYBpU7ccX56kBNCCqoZC19TbTUKNZPH129ksWaAvzftaA,30468500000,25,100,75,0
5DccKfQKAV5gAF4cwFBLcXus1X8is1nKL22n3tnYtCD1hZfF,4838945041803,0,100,100,0
5CkaUyXAhWztGu3tHv1yxNt2o4kbh7xrtnHhY1pD1wWu3zxQ,222443998325,0,100,100,0
5F4RFUjhuiLqX1Nos9vVJhSCBdn67oeQVRF7zYhCZKDGqyub,1002325740245,100,100,0,0
5FNM4EG7L62TZsUFxn2C5vSU9c7gdzFfWgt8TkaGdXfrsRKD,49089000000,0,0,100,100
5GgHaNVgdAknEuWYMdX9URkRUn3CFrD45Wn6iABmxKXiZQKa,3353323794428,0,100,100,0
5G9ogcCbgExLJmNkQUqoqRnPqYHSY5LA68WLA3N1ps4Ldchq,44942179118,100,100,0,0
5HdYXXiRZySZqc37PjPuc2iSjERrXgpNV7Xp84WsVvRHFtEx,2215651144091,75,25,25,75
5HmNbi9yNjBLceHKpYZ2GRsD8M5kSiVewM6J7JpjSg8TebXN,49589000000,100,100,0,0
5Hh6xP6JDx2DuMKZyMG9jueFYMxYJCrCnFJMHPNZ4khEbrTP,13589000000,0,100,100,0
5EtCvFpnrZFkteoq2CjBiL9kncSVrZ7Yeu1SZ2LnGeCUoBzP,9749432788457,25,100,75,0
5FWhAitPztj65borgmuBumPGAucPEeTSPAN87MMvT8KZFSKL,213997961391,100,100,0,0
5HThqMosAnppu6UqHkTREzNabaWuQtJjK35MJsnomsqcpFtR,510497235984,100,100,0,0
5Da9FQM6ScYEosrJBLPXsiGw11ZjUvjLAaVmasmjxTFRzUSf,198638703241,0,0,100,100
5GRVr3fwogZukieNGw5EF7Q7SeFd67Br7tVuTqpmx3CJFPti,66589000000,0,100,100,0
5DkY4YAZpg1ocQqj2kRLGFfb33c1p5Y4ZgRt2dNxxbLDudsj,16268999930,75,100,25,0
5C5eQ5tZPifh3b5B61btY6B7aVjhyUgH7t6CQvg347KXuuea,10163521374621,100,100,0,0
5FNuhWpEdPMwL6ooVuFRo9TwFnz1TVdrHYabrnavkLYJuXpN,14984000000,0,100,100,0
5CGEoVxERLZWFXrDwvzXtf64oDJ6qporqMgqoHgS9y2LLECd,138523528366,100,50,0,50
5EZqwfU9Xs2MPskQp59r9PnM5DZFoif6pdyco3fE3b9n9Zfu,18589000000,100,100,0,0
5Cz1e78LPWMhcqdKAUvFhH8smDcZ7vHBAnqG589zbGQerdjB,14549000000,100,100,0,0
5E7GKwsYnXKy5aGUjqWggWa3ECTuxD5njk2rWWn1a5ZVVYvX,21589000000,0,100,100,0
5DnRKW8uUYPvH9PkiDbYAtE7dBrWaWFYX7Tr2Mf2PHozidFF,4120527056700,0,100,100,0
5EwAkZjQ4RMf69rnKbwxGK4XWeYC6dn2FEFGVFSkozA6tL7M,9209533849472,0,100,100,0
5FnaD3yPUQBeyrsHZ5MGVMWHLQMcchD7rUwMYS564Enc9Lhw,1541300274874,25,100,75,0
5G4UJnF3DdUkFef3YG4hxmuBktY89r6LEtZCfTdpJ7Ncgizu,29589000000,0,100,100,0
5GhPK8BTHesdvJNkkBXMJNHNYYuG8619KNNJeMyyznsL2tsJ,20574979032763,0,100,100,0
5EkaLBnboE7wZ3ozbJSsMLcbD9ngyR2Js7vLeLvGf5MHJs6G,6107924021934,0,100,100,0
5DDYLWja2awDcTiWgw1depGcryETa9Xzc1kXgk8iZwtsKKhr,120589000000,100,100,0,0
5HKKzcBiruLQ4AaZZeBMqpao48yNGUyX3obfHamtQ1GHhzD5,48589000000,100,0,0,100
5D9qYMH73GwkSBkCkfwzfSZciZKDSHkSJEhP9LAhwRxY5eEJ,72070787479,25,100,75,0
5Et2DPW9WkV4Cig3RXbZsSJTa8QqPfAttip9aA7Gn4w7RUNi,24276999972,100,100,0,0
5DNoPFPcmUasQNP4HVa3QJH6GuQdZmxh1PBT248oioyQz6Ch,789603999986,100,100,0,0
5E21ckmJa2Bk5puBLZDx9hiHhuucBNo3kp3yKmnXqUSAyaRh,302589956844991,100,100,0,0
5D85JXjmTw1EMsgiaYMXkryfCEyZJcYT31PGNQow3oia2QnQ,10964999944,100,100,0,0
5D254JP8v88u3GwLmRjfmBVDjfaAByjN74NMgWGCq4e2VmJs,655552000000,0,0,100,100
5CfAWrAQcJ2ZyaFSCeXinKZMQmUaK6EgTa9dJfsLVrKHCaku,1.8095E+15,100,100,0,0
5EbjDZNQnzyEo97CH2XMWvRh2dmGZDzbnQBU5MMJdcFUTW92,3130333400329,100,100,0,0
5G4NjBXsLgVwAnJR8h2hwFQb9eF5qrw9XJycEDxFYERDwcaN,1038917190025,25,100,75,0
5FzujG87FmoXTRiEDKZHs77M1THX38zdVQty4is8fymwXyMW,13032000000000,0,0,100,100
5G8pojD3Sfu9SG8eLBfVXhQij1AXhjKoJ1xjVQ6ANPkdP9bE,247352864902,0,100,100,0
5GWadkmipBPUiwynwXHd2F7ckagDWkYT1GPPgeghBdwGbwoG,732198371600,0,100,100,0
5DAmvwu9NRPLDGJwUNSHfbqohp8t6RFZogowLHYRLHyizxVM,8155541153761,0,0,100,100
5ChbYQf4AmSMZFxogXTCWNrdewqHK8R4vZ4xGuRLrr9hspzX,4409350133475,100,100,0,0
5G8ypjQhr8heeyxywjGJw35rLe5HHk7u218DewQ2zWG1xWKW,835236770109,0,25,100,75
5DA47HpGYipbdJGZvwgscyuvZh1enixfmcv41MjgC6RepmM8,1.50375E+15,100,100,0,0
5FH2x2KPKvU96Pmpj9fV1PeComezLGMLyHmaWu5vNTzsaEZv,3789919962376,100,100,0,0
5EUbFkKkS3CnPLqgJYPEnWsKaYpMmeuCcqLUoWm3Dj6AmUUv,67833998903,25,100,75,0
5F9Ung3M3xw9pTLLBRiCQJ1ftqUdFstMCnHv2PbUM2u5jxwb,99000000000,100,100,0,0
5CyZKDY5YFVucca5zVhaUsRDTM3uEeKMeYLVXeYk714Yd92c,1935411674371,75,75,25,25
5CUfiibMsnPeg4cJ5wqDPKqagn2uhSmHNJzU4cCBWdUeTwqu,491320000000,25,100,75,0
5FkPPZXTPLhRcEmC1wDmGY4nzHDrdr4FqVnjZEF46M1ZANxD,447089000000,25,75,75,25
5G9iHjYh6D84LpJ8CnJtQ4yDLqmcwDcHMBHegTT7vzJfmK5S,10589000000,75,75,25,25
5CyKQaWPxVoagVA3VcNX6C5edxmMgQNo7bkcDb3RFCuyrMm6,10789972342525,100,100,0,0
5G9c86QqWkrfjguUWpHdutJiiTcyJmxikuyzX6dDKNe5zw16,14549000000,50,50,50,50
5ERn5De8ZvBHRLQrdcZtRxfNwrgG8zehpfUWiBJD9k3qVWtj,54473917569379,75,0,25,100
5E1dvbgBhNyjjwkPGrf7RVcx8cp9RDTPBHDsZBdJ23rZd79N,372504499985,100,100,0,0
5EJ2yNfC2bLWrQ71WmJpwUb2VsExXXS79wZaAYJJJksEj5oK,2285772500000,100,100,0,0
5HMc1muxP7Q9UfH7ks6AbpBTQYNwopKm8gK9BP1mQRMpBhUN,14589000000,25,50,75,50
5DoUAA2yc5wH68ZDNZth7hSeUUeBETYNUpFiVoTYKLqRHCkz,2504589000000,100,100,0,0
5G6RbmrdSywM4A7yFTvatCin4QZo5uZWqm1uKT4YovKueoGd,10112999940,100,100,0,0
5GsQ4Y9ixYq2tZ16r3mKVyopQGpgRqF3mX39ofMdaDR7tiSS,13549000000,100,75,0,25
5EXQLbHJYGFbATjr4tWofqJ1x1AKqJ4qtGzBKQAjsGU3H8jz,69900939878641,100,100,0,0
5ES52HctbvBXcMcDAruHcvX4zpYT1EKq5Gt1vWq3qc42bhfK,19549000000,100,100,0,0
5ESLqG6joeJpBMPVVhpAYpG3ggsp31BUN6TCFyEsRexf8TGm,23704999972,0,0,100,100
5Ea4ofekgYWqpymVx3UMXiJU6R1Byr7H4Qd45wCC28fQiVzh,46937999441,100,100,0,0
5Gk2GWVeHy53CDEvcQSTvAgPf1dnyucU1m5SMhdJs2RiW2oq,2324397039980,0,100,100,0
5DHbq8vscGHwyboAMGkhKS3azWunzq4wCP54aFES6upEsHfV,1611577497196,0,100,100,0
5GZHbbBK4dLDdySzNyMUxvN2hHLPqDcGkd1GSQXRrmuqGwSf,2758946876313,0,100,100,0
5GgVB86MyTaoQ48aGntvMqUeXsFZCuCt5DzMskJhC1mvjgnT,170391582500,0,0,100,100
5CA5Wv2Hurqqi3VimhymKYRQHo1PGAJjfqcm5YXjjsJbLu7X,2273309371316,0,100,100,0
5DoaVtM16972KDbVNNyouqEmqGUphNvKvV7UdPJchXT7rWEK,1357325088800,0,100,100,0
5CLfy6SRnFUd29ucK1ikytJy1fuDeReSXBbRnckw1ZaqLWPs,11000000000,0,100,100,0
5DvsxModVXYgc3ZM1JaKSUe9pg2rLBbV7BCxLxeLTjsw61Ra,58489603054631,0,100,100,0
5HYoK1k25HmeULQELcF5NhLSEuWeiVDBzEdupgqPkne7xRdC,99049000000,0,100,100,0
5CoGG8pDBw5UkpnCwAoCGqU6vrhufx2uhWUw2NxykzQPFy4P,6017784412243,0,100,100,0
5CwZggRHVo2Jm9zidGcTnGdYcwGU4SKdr9SMJ9pHP3MQJeNg,25341465097894,100,100,0,0
5EZpL1atNJCCDsxtz7iaaGgGxJPbjZ8b1qD72fxNBGpv7maZ,107225773789381,0,100,100,0
5FhQY7nEzQWXVqqmZ3K1FVutcPmtqbSEyDH5mWphRd8663ws,42014200000,0,100,100,0
5FNBADxj46UwFxD6ebh139u3beCtG25c1ajzTHAYaVcLUv5A,443589000000,100,0,0,100
5E9cxcxTKYZi5MENJeDbB3P8vjp7ED82A5TZdYKX4ePEfnoF,49549000000,100,100,0,0
5CQG6VCJJmtFhBgbDYqP8uLCaNGT7iVZgdQbhhfUXMHdwWiS,49432999986,100,100,0,0
5GMzEEJCQJSZPXFMPq7R9xSuRXehgMkiSfBntbGEofCL6QSn,20000000000,100,100,0,0
5DUUgntu8Atyu2xkk1GjhBBxLryC6CRovHzVcWzFALjHsjQF,29764330197,0,100,100,0
5C5i7A3oiWt6manfNUxdnH5sm7Km3kjDGxYFC7kcpcPuk2pn,832656587300,0,75,100,25
5CSLGwBPZ5T6DziRYPbZ9FYtsg2zNSs8pLPybuZ2PYQLhD5s,2551510429660,100,100,0,0
5CtTXYxrKCPzcL36C36H13eoyiqdLj2JyEfHSaeAQHieE2rR,703215772700,100,75,0,25
5D7FADWvu3bsp5q5NvnCN485RvDQfXJUGofsPaTJaDJkDEkH,17669000000,100,100,0,0
5EWd62CCw9mZtTXJ6s7SHJv3YAV6iHpiZvEFriaMegXJBx3E,237076925785,75,75,25,25
5EZm7NGAUJWGtzYQQGewnQ5vM1JyEQXrigKtaJn13LTzZtnv,87791217400,0,100,100,0
5DSMyETEwxsbNSzeqyCHXwzV1QupY84BpywEVWHLL7x2NLrc,776383127500,75,75,25,25
5EZtto3Lk4g6We4ZwtU85mDmYmJD2kAHwhZAnAgbS4NS3UaR,1361797527972,75,75,25,25
5FxoiS2YiVYpWTWFxqF1VHytgRDVPHNjN5XZJNF9NN2Zs2h6,1339589000000,75,75,25,25
5CciSzGwDC546vpXVEjYiidjvCVWWyDwaog3bJXSVDmscke9,1339589000000,75,75,25,25
5EF3D6ZNNSAKDjpRYp5cQt9h3rKfz9G8bvoGmg8zGEEpE2oJ,284946733000000,0,100,100,0
5EJVit8QL2nrzvMReVKQZiodLbvEwqFAjAGRfoTZHCkBwp68,138216420000,100,100,0,0
5GR9N2herJWu381BkNPtqC8AvWp6M6ddaTjCSVKGkWiDaZCP,154845999986,100,0,0,100
5FqWKqPyRmT4R9kTriaGRELDw3i7pyswTd9k3GdxXwrkJt55,2407005163137,100,100,0,0
5DcidtAb6hS2LvdqJwMjrxorF8KZwwrgtUhjPKLChHeULAXj,11709952877,25,0,75,100
5GKaufS3KnKHDUf3iqXSHR6DuQTr4mTtZGgs48LN5TunW52j,226254851700,0,75,100,25
5HH4qT4UTbyVDzcMUM8hd5w3iGbRFrzQCAsSFcvSGBRchwvp,38209000000,50,0,50,100
5DW31p9tcTDwr8NxFae4FWNo5yiijwABz32PGRz8VHxfZSwB,417746317293,100,100,0,0
5GpKu2uDkc3CfqJT2TdPs3uE6XUirYWe68JH9K95r4JNcUz3,700429000000,0,100,100,0
5HT39PdE1nzHvXSnEFA1EdCCC3qLLkPzWC7zeHNerx8s76RA,178922599936,25,100,75,0
5GnHeVwoj5Vu2GuZn3zanWKx3kEQsLa4oaoxkDP7huP1Jgev,2145754276314,0,100,100,0
5FpsoeJ4LffJ718vX14vnz7Cr1jxrQSPDRKmUSSknQCdwjRC,18345999691,0,100,100,0
5ECSbY3tVhwNytptd99nABmEYyF7uzHW8yLeNF8kyS2Jkizq,74704839000,0,100,100,0
5G6UjfRUVYwHNBZaGvhqAjhpV7UCMvD8s9Z8rkpP75hTcVVs,24612443000843,25,100,75,0
5HM3dmmDkTmnj7w95phLCMKMGo5TBhJrWc11bMM5gt7ZkmDp,4102013619070,0,100,100,0
5E4nNhqiHP2fVUHChGDfwhjgTFE445J7YrxCBd4ESfd4YRFS,49589000000,50,50,50,50
5CnjoLerrhsWLCocyHTNLDAmwy6mTJfLRnKdAVCHycJyJA7d,1522122904921,100,0,0,100
5GbETmKES7bSfBWRcwzFwEmapMEQTkucWYuVrBj3T3fL8EhH,21040053909,0,100,100,0
5DAihF2dF7N3iE5gSYkqQKJh8UMWZyqjypLnkrNwsPTUtQq9,1510000000000,0,100,100,0
5FyDQ5q2yr7kzNDveAJdSEQfDqcKyUNvobhXGJhS7pWUZdjZ,1009894260000,0,0,100,100
5EC4XfEgb3jznLATtBUBoxmMdZKSRDNFGxJAS29c1Vv5pFdG,14744289000000,0,100,100,0
5EgoV9MDn4JyTsyVWDV5fWh1XY4QZ8FcrBUq52ytcc9S4dyL,104019529897787,0,100,100,0
5CkXU8dfoV7C8wLkyx43yy4dxsbGEiFrpQjE8ePJnqPUnnf2,470044398171,100,100,0,0
5ED3ksSRtQC4okBzorrePxKFUwDBcnHA8v54qfDhMRTxW4aZ,31435083986,100,100,0,0
5FWRzgobMhThtsLaV7ri8mEPiDE3kDaWkhRejAKib1s82jXU,303220980000,100,100,0,0
5C61mLZVBxrkrfqTEiRi3vf7q7Xt1Sfjz14frqecRFte6YLu,19198999658,0,100,100,0
5CcQUdLrzKaCcBphXdWHhb3y8GHxtPq15ksAcsxwMP8NfyUh,1241100420043,0,100,100,0
5CgxBRfRFvw23MF3tbMxGhwrM1o4H5EXW4yQBe7p8gVuTVgH,5965984284175,0,75,100,25
5Dy761Lqphm1WGBfpxgwZpVk2TzNpUh5Wuz63yXSbxYfocXn,414652844500,0,100,100,0
5CgQWtfxR7E1SqeEeUfxtX96hpYSUt5KMvM1iZSDEMGjxNkU,30829399352,0,75,100,25
5DUHuBbe9KJLmku856kt7C4MKcKs9YHnAdSFGa1jLaGm3T9H,29739999959,0,75,100,25
5EqtfsgUkkFzipcpeW6URiNfjE6iKtfVCAexb2Dnt44QpJvB,306935026100023,25,100,75,0
5EL2pUahhZQcxvn3tHzLoBLsQUhy7BSETG3eb6mvJxYptudv,307529800000,0,100,100,0
5Gb79FGqd8YQAzbTkcXn23EuVp8YStFPcwqQ84QZWXt9vnC2,32423660300,100,100,0,0
5FPChUzpmif3fY83DZyjMo2roRCgJPF19G4A624ozy2FT1Da,149929669944,0,100,100,0
5Eo6WeoCwfaCrjxFFzCej1fBHS7FSkaEchav2GE4Brgk2iDp,30442998925,0,100,100,0
5CMW23ABCCUcMBRAkHmfAcZHtQNNBsjbTBWkRzq563Xo6muJ,2358382005280,100,0,0,100
5DRQPidiHnoKXvQ2tuv6iqWPgn5bq7t22UZzT2cCiMHffMWq,99752999914,100,0,0,100
5G4EsrXBoTfR8Dzf8UFQrPVCGF7tt7PGkamtn5VpQzePSaQg,13549000000,50,50,50,50
5FjHiqLT3j1M6skEN4bA1KzpwHT4QpjufgdzkExKZU5RjFUw,99500000000,100,75,0,25
5HiW3e1aVA6Tk8zduJ5CsF9jpwftFcgGTQkL4jNbrzWhkgYn,2727017135685,0,100,100,0
5GMQYSuaLonHDXtKcaTiXRZTdCbi5ENrwzVbwupUBvwjw9iT,3182798344725,0,100,100,0
5CzH73sddSoXRuMUPTVxNDRBKfxMaAKPTjMvJUi4nuPSmERZ,5644957048851,0,100,100,0
5DCR8FDBDDDXtVb1vXE9LcyU5DpneYk7FajUQFaQBiR8pZXs,500985250128,0,100,100,0
5EgxRfNQ96FNuvr5VsX6NEA4Cf7pAFnPCDBssqxCtCDXxf1E,13589000000,0,100,100,0
5CWyp45KHhEzQW797pDY4eqRvQ4Zyztmqr2G3h61sfnHKQvz,1059589000000,25,100,75,0
5GYo6eE8mMj88Jgws6F6Aswt86QiTvNMzxCNzJWsxNR6D8S7,546758034656,0,100,100,0
5GREyEipkj9WKTrDmUMdEsATUEurcimeC5czNusm88u6bm6C,210308590165,25,100,75,0
5HECpcbFUeR49pQn38oCsDwZr157M5fyiz6pwViYFNJLs8xj,23953999764,0,100,100,0
5HHEh7DKQdMgbVfDRY2JiorKDYMvF35jcajvDTgeJ2CEduv8,19089000000,75,25,25,75
5DoEFE2K1WaoFdea1WFzxbRiNsGsqnmXYqLF9T4vLGJeU383,500513143294317,0,100,100,0
5GdvELq8Dur7NyUqbLxGJD2wpX7heWnYUmr7EDPGYZF8mU11,29549000000,0,100,100,0
5Ggj9VDNDhAkPJ5KMLnHv8RQaPytXFinKYF5AKKbj9em4Jvj,1998110465398,100,100,0,0
5HSPXUeu2B5yvYTYeDiAKih8DDzRPdxdXU5oMC5qCy3PbQv2,502099970926527,50,50,50,50
5Eip6nrSUQT5ggN37DLsibnrR8ZzvK5aShd1Rd3VGkHKi9QQ,200204878593432,0,100,100,0
5GnSxcDbEV1fhuw737GUahesiYYDjdfg9Ds7YVq7wvbYUMyW,126673578700,100,100,0,0
5Dj8f4yXabVL8j1VEt8cLiT4vaNYNAXWR3CyNZ2FfpY8Z5re,49452999966,100,75,0,25
5Gvv6GCs5iKpwyoWhUmoGddYTxTVTKU7AZEC7CuB68PooMKi,7597372602021,100,100,0,0
5Fgb2TDdUpmDVVE6jZwBh3mpW1D3tRCsrDPdpoP8Y8c4jnDU,15810000000,50,50,50,50
5FFWAEcBeW1CqE8svEVdn4SHFhaafHtNtaatrHuEFb14Rqe3,100589000000,25,100,75,0
5DyTSq39bKmSqLRdQb3j8xgfwik8XK6YUCNBEK8ypcQ9fWsr,251726193100,0,100,100,0
5DS5cgktA3Bmdy3Qt3tHt6zd7d4rSiWFv82g1wjSwSpuprAZ,176770368100,100,100,0,0
5CrVPyQv5M64QCkSGX8oGcbBWX5XbBqWz6m4NCT3mKuDTNrC,17089000000,0,100,100,0
5DUXSBn8ruJ8T8R199SKAbYYk1jNQ7kjpfi4xVES8WQZpw7z,4480573349584,0,100,100,0
5FNKLRD1FSR2e2uuVgjwSQsyY3nTFZ3aVrjsjFiqFqABvDZQ,2712802358811,0,100,100,0
5Gh4pNg51qc4rHepHqGQo3KtFJbQmnSsmTjVZWdXpLWLikP6,3562761272089,75,75,25,25
5G1rkbAL3p37rdVPFcrSbnbnA27DYeBzL4Lx9MmGQWiduuym,4173261686415,75,75,25,25
5DFaP474vxnacQReHEHsQpFr8J3tXdb3XF3iQ23qnEfhNkEm,6204703818565,25,75,75,25
5HXvdeQDbcJ65hs4K3mshePpaa86ce3HTSVmabEj9e4GqguM,1074682499012,0,100,100,0
5HKpyStgT5yKinLg9yXSawtqrdPXZqL8nDZL5n88rak7FqJ5,757730000000,100,100,0,0
5H3c2W4NcjbpfiKrVUrrEHSRnK9uWbMcaPwv5SmwvgkyxtFW,12878692794,100,100,0,0
5ELu8Yo6CEuoA5LDehYXQxnWz5SrQWmvwmtARinZKrzCNP7U,33188717905447,100,100,0,0
5H1msQ5cA8aCaMkH7rSJ2TpfaGLYLNpXk5RCL3Ai9veR2fsb,15237600020,100,100,0,0
5DhicY4PhaF4xbX2bg1yqx8Bw9h7bdwp269Nsw3zzMqd4qjc,23691624745124,100,100,0,0
5G9mfQAcQ14Xi1Shx21JxqQRmmaAT2MHZLzJHYdCUYDggPw6,2007342299343,0,75,100,25
5E2HfhPaR9Qzv1qopD4akf2Ns5zyt8xwxzk5zN61Z9qcja6i,2059729149736,100,100,0,0
5EQgeg6HBQJpSfSfPHLrvDBHeYxaByhi59T9RVKWVbgxVLoP,25618818084702,100,100,0,0
5EF7NyD1aTqYsjQhmEjU9Be2KaPh8apaRDi9742XcA3UeNym,33274445700,25,75,75,25
5Dkeym6sdeX9JTEkuiPrDLozK6FXAnMyMhTyeDDBX8ofYNpw,10589000000,0,75,100,25
5ELBqvqLaxJiVTj4zieoh5G5RUx8BPt5UmeoPPztAao6Ppyb,66370231845,25,75,75,25
5FmbZsZtEEuJDjfaZBh7AShtpJMpdjTcF66S2H9B8iYwxvGp,3569384243962,0,100,100,0
5FdxQSCkEAtC2rphV1vN4b53uUvQ4RvhfJJcHn4jN21xs9mt,110235553400,25,25,75,75
5Fy519HvfqVbWFr1TpGJo2PmoKWAtzVBrahioTRpAt1TZbMj,13026446999742,100,100,0,0
5HY2HJpndeopzrtvQVLpm9sUbjraQrStoY1C56gW8hvj5bEM,20188020808740,50,50,50,50
5FBkazySjQ43f1ne6GCXmLoSB35jcKrBkAwJTEmN9iLm3Fru,145252999957,50,50,50,50
5D4hrUE3zMHrCZFAm2t5GSRcgd3qNt6me5RCLnrfZ6AHrrKx,9482754778395,50,50,50,50
5Gxr9C9wMjK4DaekFhYt3fcGHnYtT4kXc6hUKZYFGdJiTt6y,19460000000,75,100,25,0
5CG2g6z68bKi5ZKW8ESQzk1RsqCgoN8BCEB1EhreyhYVfFfk,54177894014,0,75,100,25
5GjSbyqSuiCRYWvSNVRxvcUbZhAQC4PTeHLNaMq2gKVhFmx3,99000001800,100,100,0,0
5Cd489z1eVru6eJJeoUe1PwTSbKVQYbTWRrMfdUjvMCJS5FB,13559999913,100,100,0,0
5HiY4w5Bf94xftjpwUUBx7Jy5WcwtpZui1YjjG2NcHAV2Cpm,10007590891508,100,100,0,0
5Gmhpxz2diw4HoHznQjLzJV17xZBYL7yvp7mB7n3pdTR334u,4998589000000,0,100,100,0
5G49HZZ5QWT7tseuUsE19mfCRCRoHFH1w6XB938waJPwHviV,10344999985,100,100,0,0
5D4Wv5YnZUYPzPTLUqwa2Ym8kk2iY8mSd87bHrEG3qyBm7sb,2723308818032,0,0,100,100
5DyQGHpdB1PKNB3fVMmuSUdYVnh2bg5W9sZ7KmpxCxdMpnrj,634585531600,0,0,100,100
5G3sg4cuAVSVMCNtL3dixMTPgeyoCDZudcx5PCSphKQe96n8,3682811737086,100,75,0,25
5DNsy6xz946zRnF4tmdUYsDAJzV2s541DuFd977U9CKVK6m5,2237892143611,0,100,100,0
